"","Name","Console","Year_of_Release","Genre","Company","Global_Sales","Critic_Score","User_Score"
"12610","Oddworld: Munch's Oddysee","GBA","2003","Platform","THQ",0.06,44,2.5
"12622","Broken Sword: The Shadow of the Templars","GBA","2002","Adventure","BAM! Entertainment",0.06,80,7.8
"12623","Resident Evil - Code: Veronica X","GC","2003","Action","Capcom",0.06,62,8.5
"12629","Trapt","PS2","2005","Action","Tecmo Koei",0.06,60,7.9
"12631","Lord of Magna: Maiden Heaven","3DS","2014","Role-Playing","Marvelous Entertainment",0.06,68,7.8
"12635","Worms 3D","XB","2003","Strategy","Sega",0.06,69,8.4
"12638","PoPoLoCrois","PSP","2005","Role-Playing","Ignition Entertainment",0.06,66,7.4
"12639","Dragon Rage","PS2","2001","Shooter","3DO",0.06,50,6.4
"12640","Theresia...","DS","2008","Adventure","Arc System Works",0.06,61,8
"12641","Sacred 2: Fallen Angel","PC","2008","Role-Playing","Ascaron Entertainment GmbH",0.06,71,6.9
"12643","Adventure Time: The Secret of the Nameless Kingdom","X360","2014","Action","Little Orbit",0.06,58,7.5
"12644","Teenage Mutant Ninja Turtles 3: Mutant Nightmare","DS","2005","Action","Konami Digital Entertainment",0.06,58,7
"12647","Jumper: Griffin's Story","X360","2008","Action","Eidos Interactive",0.06,29,3.3
"12653","Tron 2.0: Killer App","XB","2004","Action","Disney Interactive Studios",0.06,69,4.3
"12660","The Fast and the Furious","PS2","2006","Racing","Namco Bandai Games",0.06,59,6.6
"12670","Vampire Rain: Altered Species","PS3","2008","Action","Ignition Entertainment",0.06,30,3.5
"12671","The History Channel: Battle for the Pacific","X360","2007","Shooter","Activision",0.06,35,6.1
"12673","Racing Gears Advance","GBA","2004","Racing","Zoo Digital Publishing",0.06,83,8.9
"12678","Toy Soldiers: War Chest","XOne","2015","Action","Ubisoft",0.06,60,8.4
"12680","Inversion","X360","2012","Shooter","Namco Bandai Games",0.06,53,6.5
"12683","Need for Speed: Shift","PC","2009","Racing","Electronic Arts",0.06,83,5.8
"12684","Mercury Meltdown","PSP","2006","Action","Atari",0.06,78,7.8
"12685","Exist Archive: The Other Side of the Sky","PSV","2015","Role-Playing","Aksys Games",0.06,71,8.3
"12686","Zoo Tycoon 2","PC","2004","Strategy","Microsoft Game Studios",0.06,72,8.1
"12690","Brave: A Warrior's Tale","X360","2009","Action","SouthPeak Games",0.06,42,5
"12701","Fatal Frame","XB","2002","Action","Tecmo Koei",0.06,77,8.6
"12702","Urban Chaos: Riot Response","PS2","2006","Shooter","Eidos Interactive",0.06,73,7.8
"12703","Tom Clancy's Ghost Recon: Advanced Warfighter","PS2","2006","Shooter","Ubisoft",0.06,44,4.6
"12706","Ivy the Kiwi?","Wii","2010","Puzzle","Rising Star Games",0.06,74,7.2
"12707","Resident Evil 2","GC","2003","Action","Capcom",0.06,59,8.5
"12711","Catwoman","XB","2004","Action","Electronic Arts",0.06,45,4.6
"12715","Top Gun: Hard Lock","X360","2012","Action","505 Games",0.06,54,3.5
"12717","Warriors Orochi 2","X360","2008","Action","Tecmo Koei",0.06,44,8.1
"12718","Mana Khemia: Alchemists of Al-Revis","PS2","2007","Role-Playing","Nippon Ichi Software",0.06,69,7.5
"12721","Street Fighter V","PC","2016","Fighting","Capcom",0.06,74,2.9
"12726","Zone of the Enders: The Fist of Mars","GBA","2001","Role-Playing","Konami Digital Entertainment",0.06,71,9
"12730","MX vs. ATV Supercross Encore","PS4","2015","Sports","Nordic Games",0.06,42,4.1
"12731","Gun Showdown","PSP","2006","Action","Activision",0.06,73,7.6
"12735","Tiger Woods PGA Tour 08","DS","2007","Sports","Electronic Arts",0.06,81,7.6
"12737","Constantine","XB","2005","Action","SCi",0.06,60,7.1
"12738","Tom Clancy's Splinter Cell: Double Agent","GC","2006","Action","Ubisoft",0.06,64,7.1
"12743","Samurai Shodown Anthology","Wii","2008","Fighting","Ignition Entertainment",0.06,74,8.2
"12744","S.T.A.L.K.E.R.: Shadow of Chernobyl","PC","2007","Shooter","THQ",0.06,82,8.4
"12745","Nanostray","DS","2005","Shooter","Majesco Entertainment",0.06,71,7.7
"12750","Samurai Jack: The Shadow of Aku","PS2","2004","Action","Sega",0.06,59,8.4
"12753","Tropico 5","X360","2014","Simulation","Kalypso Media",0.06,71,7.2
"12758","Rugby World Cup 2015","PS4","2015","Sports","Ubisoft",0.06,25,1.9
"12760","Lost Kingdoms II","GC","2003","Role-Playing","Activision",0.06,68,9.1
"12761","Aggressive Inline","GC","2002","Sports","Acclaim Entertainment",0.06,88,7.8
"12762","Viewtiful Joe: Red Hot Rumble","GC","2005","Action","Capcom",0.06,62,6.9
"12764","Blade Dancer: Lineage of Light","PSP","2006","Role-Playing","Atari",0.06,60,6.9
"12766","X-Men: Destiny","DS","2011","Action","Activision",0.06,33,5.6
"12769","The Sims 2: University","PC","2005","Simulation","Electronic Arts",0.06,81,7.8
"12771","Generation of Chaos","PSP","2005","Role-Playing","Midas Interactive Entertainment",0.06,60,7.7
"12775","Pump It Up: Exceed","PS2","2005","Misc","Mastiff",0.06,73,8.4
"12778","Tokyo Twilight Ghost Hunters","PS3","2014","Role-Playing","Aksys Games",0.06,64,6.4
"12780","MotorStorm RC","PSV","2012","Racing","Sony Computer Entertainment",0.06,78,6.8
"12784","Harry Potter and the Sorcerer's Stone","PC","2001","Action","Electronic Arts",0.06,65,7.8
"12786","Tom Clancy's Rainbow Six: Critical Hour","XB","N/A","Shooter","Unknown",0.06,54,3.6
"12788","Scurge: Hive","DS","2006","Action","SouthPeak Games",0.06,70,8.6
"12790","Remember Me","PC","2013","Action","Capcom",0.06,65,7.4
"12814","NBA Live 07","XB","2006","Sports","Electronic Arts",0.06,69,6.8
"12824","Ride to Hell","X360","2013","Racing","Deep Silver",0.06,19,1.3
"12830","The Saboteur","PC","2009","Action","Electronic Arts",0.06,76,8
"12833","Hail to the Chimp","X360","2008","Misc","Gamecock",0.06,52,6.1
"12834","Tom Clancy's Rainbow Six 3","GC","2004","Shooter","Ubisoft",0.06,68,8.2
"12836","Rocket League","PC","2016","Sports","505 Games",0.06,86,8.2
"12844","V-Rally 3","PS2","2002","Racing","Atari",0.06,82,7.4
"12847","Mirror's Edge","PC","2009","Platform","Electronic Arts",0.06,81,8.1
"12848","Titan Quest","PC","2006","Role-Playing","THQ",0.06,77,8.1
"12849","Amazing Island","GC","2004","Strategy","Sega",0.06,59,6.6
"12854","Izuna 2: The Unemployed Ninja Returns","DS","2007","Role-Playing","Success",0.06,65,7.9
"12860","Gothic 3","PC","2006","Role-Playing","JoWood Productions",0.06,63,7.3
"12865","7 Days to Die","XOne","2016","Action","Telltale Games",0.05,35,5.2
"12869","Alvin and the Chipmunks","Wii","2007","Misc","Eidos Interactive",0.05,30,3.6
"12870","Final Fight: Streetwise","PS2","2006","Action","Capcom",0.05,43,6.2
"12871","Speed Kings","XB","2003","Racing","Acclaim Entertainment",0.05,60,8.8
"12872","Rebelstar: Tactical Command","GBA","2005","Strategy","Atari",0.05,78,9.1
"12873","F1 2010","PC","2010","Racing","Codemasters",0.05,84,6.6
"12874","Gladiator: Sword of Vengeance","XB","2003","Action","Acclaim Entertainment",0.05,65,7.1
"12877","Bombastic","PS2","2002","Puzzle","Capcom",0.05,72,7.2
"12886","Coraline","Wii","2009","Action","D3Publisher",0.05,42,5.5
"12893","Hearts of Iron IV","PC","2016","Strategy","Paradox Interactive",0.05,83,6.9
"12894","Wing Commander: Prophecy","GBA","2003","Simulation","Destination Software, Inc",0.05,70,8.3
"12896","Marc Ecko's Getting Up: Contents Under Pressure","PS2","2006","Action","Atari",0.05,69,7.2
"12898","Captain America: Super Soldier","Wii","N/A","Action","Sega",0.05,57,6
"12899","Sega Soccer Slam","XB","2002","Sports","Sega",0.05,80,8.5
"12900","Enemy Front","PS3","2014","Shooter","City Interactive",0.05,43,6
"12911","Front Mission Evolved","PC","2010","Shooter","Square Enix",0.05,63,5.1
"12916","Dynasty Warriors 5","XB","2005","Action","Tecmo Koei",0.05,66,8
"12921","The Lost Chronicles of Zerzura","PC","2012","Adventure","DTP Entertainment",0.05,76,6.7
"12929","Murdered: Soul Suspect","PC","2014","Action","Square Enix",0.05,59,7.4
"12932","Rez","PS2","2001","Shooter","Sony Computer Entertainment",0.05,78,8.3
"12935","Neverland Card Battles","PSP","2008","Role-Playing","Idea Factory",0.05,57,7.8
"12936","Lufia: The Ruins of Lore","GBA","2002","Role-Playing","Taito",0.05,76,8.3
"12937","UEFA Euro 2004: Portugal","XB","2004","Sports","Electronic Arts",0.05,74,8.1
"12938","Airline Tycoon 2","PC","2011","Simulation","Kalypso Media",0.05,57,5.5
"12945","Medabots: Infinity","GC","2003","Role-Playing","Ubisoft",0.05,51,8
"12957","IL-2 Sturmovik: Cliffs of Dover","PC","2011","Simulation","Ubisoft",0.05,60,7.1
"12959","NFL Blitz Pro","XB","2003","Sports","Midway Games",0.05,71,6.6
"12964","Black Sigil: Blade of the Exiled","DS","2009","Role-Playing","Graffiti",0.05,58,7.5
"12965","Death Jr. II: Root of Evil","PSP","2006","Platform","Konami Digital Entertainment",0.05,68,7.3
"12966","Wakeboarding Unleashed Featuring Shaun Murray","XB","2003","Sports","Activision",0.05,80,8.8
"12967","Mighty No. 9","PS4","2016","Platform","Deep Silver",0.05,52,3.5
"12970","Samurai Champloo: Sidetracked","PS2","2006","Action","Namco Bandai Games",0.05,66,7.2
"12971","Dead or Alive Xtreme 3: Fortune","PS4","2016","Sports","Tecmo Koei",0.05,43,7.8
"12972","Drill Dozer","GBA","N/A","Platform","Unknown",0.05,81,8.3
"12979","Medal of Honor: Airborne","PC","2007","Shooter","Electronic Arts",0.05,78,7.3
"12992","Men of War: Assault Squad","PC","2011","Strategy","1C Company",0.05,77,8.2
"12995","Rhapsody: A Musical Adventure","DS","2008","Role-Playing","Nippon Ichi Software",0.05,67,6.8
"13002","Dead Island Definitive Collection","XOne","2016","Action","Deep Silver",0.05,67,4.9
"13003","PAC-MAN and the Ghostly Adventures","WiiU","2013","Platform","Namco Bandai Games",0.05,58,6.5
"13006","Virtua Striker 2002","GC","2002","Sports","Sega",0.05,58,6
"13008","UEFA Champions League 2006-2007","X360","2007","Sports","Electronic Arts",0.05,72,8.2
"13011","F1 2015","PC","2015","Racing","Codemasters",0.05,61,3.6
"13015","Aliens in the Attic","DS","2009","Action","Playlogic Game Factory",0.05,58,6
"13018","Hunted: The Demon's Forge","PC","2011","Action","Bethesda Softworks",0.05,61,6.6
"13026","Otogi 2: Immortal Warriors","XB","2003","Action","Sega",0.05,79,8.3
"13027","Legend of Kay","PS2","2005","Action","JoWood Productions",0.05,72,7.3
"13029","Lucha Libre AAA: Heroes del Ring","X360","2010","Fighting","Konami Digital Entertainment",0.05,49,6.3
"13030","Piglet's Big Game","GC","2003","Platform","Gotham Games",0.05,70,8
"13031","Tom Clancy's HAWX 2","PC","2010","Action","Ubisoft",0.05,66,3.8
"13033","Fallout: Brotherhood of Steel","XB","2004","Role-Playing","Avalon Interactive",0.05,66,5.5
"13035","IndyCar Series","XB","2003","Racing","Codemasters",0.05,71,7.8
"13042","Killing Floor 2 ","PS4","2016","Shooter","Tripwire Interactive",0.05,76,8
"13044","Ferrari F355 Challenge","PS2","2002","Racing","Sony Computer Entertainment",0.05,70,4.4
"13049","Mortal Kombat X","PC","2015","Fighting","Warner Bros. Interactive Entertainment",0.05,76,5.1
"13051","Cities in Motion","PC","2011","Simulation","Paradox Interactive",0.05,70,7.7
"13052","Shifters","PS2","2002","Adventure","3DO",0.05,37,5.9
"13056","Bladestorm: Nightmare","XOne","2015","Action","Tecmo Koei",0.05,48,7.1
"13057","TNA iMPACT: Cross the Line","PSP","2010","Fighting","SouthPeak Games",0.05,50,6.5
"13061","Sacred 3","X360","2014","Role-Playing","Deep Silver",0.05,51,4.1
"13063","Venetica","PC","2009","Role-Playing","DTP Entertainment",0.05,61,6.8
"13064","Operation Flashpoint: Dragon Rising","PC","2009","Shooter","Codemasters",0.05,76,4.9
"13069","Wasteland 2","XOne","2015","Role-Playing","Deep Silver",0.05,77,7.1
"13070","DoDonPachi Resurrection","X360","2010","Shooter","Rising Star Games",0.05,77,8.6
"13073","MorphX","X360","2010","Shooter","505 Games",0.05,33,6.6
"13075","Sigma Star Saga","GBA","2005","Role-Playing","Atari",0.05,68,8.2
"13088","FIFA Soccer 2004","GBA","2003","Sports","Electronic Arts",0.05,82,7.9
"13093","Disney's Party","GC","2002","Misc","Electronic Arts",0.05,39,7.8
"13094","The Bureau: XCOM Declassified","PC","2013","Shooter","Take-Two Interactive",0.05,66,6.5
"13096","Nanostray 2","DS","2008","Shooter","Codemasters",0.05,75,7.8
"13098","Dokapon Journey","DS","2008","Role-Playing","Sting",0.05,60,7
"13101","Metal Slug Anthology","PSP","2007","Shooter","Ignition Entertainment",0.05,78,7.4
"13102","Back to the Future: The Game","Wii","2011","Adventure","Telltale Games",0.05,66,4.1
"13104","Phantom Crash","XB","2002","Simulation","Phantagram",0.05,74,8.3
"13105","Yanya Caballista: City Skater","PS2","2001","Sports","Tecmo Koei",0.05,58,6.3
"13111","The Typing of the Dead","DC","2000","Shooter","Sega",0.05,83,7.8
"13119","Jenga World Tour","Wii","2007","Misc","Atari",0.05,26,2.8
"13121","Tenchu: Dark Secret","DS","2006","Action","From Software",0.05,37,5.1
"13123","Shrek Super Party","GC","2003","Misc","TDK Mediactive",0.05,40,7.3
"13132","Second Sight","GC","2004","Adventure","Codemasters",0.05,77,8.5
"13140","Rave Master","GC","2002","Fighting","Konami Digital Entertainment",0.05,60,6.3
"13141","Bejeweled Twist","PC","2008","Puzzle","PopCap Games",0.05,78,7.3
"13144","GRID","DS","N/A","Racing","Codemasters",0.05,79,8.1
"13145","Steins;Gate 0","PS4","2015","Adventure","PQube",0.05,81,8.3
"13146","Ivy the Kiwi?","DS","2010","Puzzle","Rising Star Games",0.05,69,6.3
"13149","Hail to the Chimp","PS3","2008","Misc","Gamecock",0.05,51,4.5
"13150","Alias","XB","2004","Action","Acclaim Entertainment",0.05,64,6
"13157","OutRun 2006: Coast 2 Coast","PS2","2006","Racing","Sega",0.05,81,8.8
"13165","Arx Fatalis","XB","2003","Role-Playing","Mindscape",0.05,71,8.2
"13174","Zumba Fitness Core","X360","2012","Misc","505 Games",0.05,77,6.7
"13176","Guilty Gear Dust Strikers","DS","2006","Fighting","Majesco Entertainment",0.05,60,5.8
"13177","Dark Summit","GC","2002","Sports","THQ",0.05,68,4.5
"13187","Star Wars: Republic Commando","PC","2005","Shooter","LucasArts",0.05,78,8.7
"13190","The Lost Vikings","GBA","2003","Puzzle","Activision",0.05,75,9.1
"13197","Tour de France 2011","X360","N/A","Racing","Focus Home Interactive",0.05,46,7.6
"13203","Plants vs. Zombies","PC","2009","Strategy","PopCap Games",0.05,87,8.9
"13205","Secret Files: Tunguska","DS","2008","Adventure","Deep Silver",0.05,71,7.6
"13207","Stretch Panic","PS2","2001","Platform","Midas Interactive Entertainment",0.05,65,7.8
"13212","PQ2: Practical Intelligence Quotient","PSP","2006","Puzzle","D3Publisher",0.05,74,7.8
"13216","Metroid Prime: Federation Force","3DS","2016","Action","Nintendo",0.05,64,5.1
"13222","DiRT 2","PC","2009","Racing","Codemasters",0.05,89,8.2
"13223","Payday 2","PC","2013","Shooter","505 Games",0.05,79,3.4
"13225","Woody Woodpecker: Escape from Buzz Buzzard Park","PS2","2001","Platform","DreamCatcher Interactive",0.05,64,7.4
"13228","Furu Furu Park","Wii","2007","Misc","Taito",0.05,43,4.8
"13229","Hatsune Miku: Project Diva X","PS4","2016","Misc","Sega",0.05,78,7.4
"13240","Whirl Tour","GC","2002","Sports","Vivendi Games",0.05,61,9
"13242","Grand Ages: Medieval","PC","2015","Strategy","Kalypso Media",0.05,63,5.4
"13252","Saints Row: Gat out of Hell","PS4","2015","Action","Deep Silver",0.05,64,5.7
"13254","Stunt GP","PS2","2001","Racing","Titus",0.05,49,8.1
"13261","Plants vs. Zombies: Garden Warfare 2","PC","2016","Shooter","Electronic Arts",0.05,82,7.5
"13267","Singularity","PC","2010","Shooter","Mastertronic",0.05,76,7.7
"13268","NASCAR Heat Evolution","PS4","2016","Racing","Dusenberry Martin Racing",0.05,66,3.8
"13270","Ms Saga: A New Dawn","PS2","2005","Role-Playing","Namco Bandai Games",0.05,65,8.6
"13272","Child of Light","PS4","2014","Role-Playing","Ubisoft",0.05,82,8
"13277","GrimGrimoire","PS2","2007","Strategy","Tecmo Koei",0.05,79,7.9
"13281","Deadliest Catch: Alaskan Storm","X360","2008","Sports","Navarre Corp",0.05,56,5.9
"13285","Crime Life: Gang Wars","XB","2005","Action","Konami Digital Entertainment",0.05,30,3.4
"13287","Rugby 2005","XB","2005","Sports","Electronic Arts",0.05,75,7.7
"13288","Warhammer 40,000: Dawn of War","PC","2004","Strategy","THQ",0.05,86,8.8
"13290","Rock 'N Roll Racing","GBA","2003","Racing","Activision",0.05,80,9.4
"13292","Silhouette Mirage","PS","1998","Platform","ESP",0.05,69,7.5
"13293","Dynasty Warriors Vol. 2","PSP","2006","Action","Tecmo Koei",0.05,57,8.1
"13294","Freelancer","PC","2003","Simulation","Microsoft Game Studios",0.05,85,9
"13298","LEGO Indiana Jones 2: The Adventure Continues","PC","2009","Action","Activision",0.05,66,8
"13302","Rugby 06","PS2","2006","Sports","Electronic Arts",0.05,70,7.8
"13303","Fatal Frame II: Crimson Butterfly Director's Cut","XB","2004","Action","Microsoft Game Studios",0.05,84,8.3
"13304","2002 FIFA World Cup","GC","2002","Sports","Electronic Arts",0.05,78,7.7
"13305","The Lord of the Rings: The Battle for Middle-Earth II","X360","2006","Strategy","Electronic Arts",0.05,79,7.5
"13307","Need for Speed Carbon","PC","2006","Racing","Electronic Arts",0.05,78,7.2
"13308","Colin McRae Rally 2005","XB","2004","Racing","Codemasters",0.05,83,7.5
"13311","Saiyuki: Journey West","PS","1999","Strategy","Tecmo Koei",0.05,73,7.1
"13329","Empire Earth","PC","2001","Strategy","Vivendi Games",0.05,81,8.2
"13331","DuckTales: Remastered","PS3","2013","Action","Capcom",0.05,75,7.4
"13333","Worms Reloaded","PC","2010","Strategy","Team17 Software",0.05,79,6.8
"13338","StarCraft","PC","1998","Strategy","Activision",0.05,88,9.1
"13340","World Championship Pool 2004","PS2","2004","Sports","Jaleco",0.05,60,6.7
"13343","B-Boy","PSP","2006","Misc","Sony Computer Entertainment",0.05,50,7.8
"13344","Kakuto Chojin","XB","2002","Fighting","Microsoft Game Studios",0.05,46,7.2
"13349","Need for Speed Underground","PC","2003","Racing","Electronic Arts",0.05,82,8.3
"13357","Moon","DS","2009","Adventure","Mastiff",0.05,71,7.4
"13358","Snoopy vs the Red Baron","PSP","2006","Adventure","Namco Bandai Games",0.05,76,7.8
"13360","Virtua Tennis 3","PSP","2007","Sports","Sega",0.05,79,7.7
"13361","Raze's Hell","XB","2005","Shooter","Majesco Entertainment",0.05,71,8.1
"13362","Far Cry","PC","2004","Shooter","Ubisoft",0.05,89,8.1
"13367","Hoshigami: Ruining Blue Earth","PS","2001","Role-Playing","Max Five",0.05,62,8.7
"13372","NightCaster II: Equinox","XB","2002","Action","Jaleco",0.05,46,7
"13377","Ship Simulator Extremes","PC","2010","Simulation","Paradox Interactive",0.05,49,6.2
"13379","Time Crisis: Project Titan","PS","2001","Shooter","Namco Bandai Games",0.05,71,6.7
"13383","Ys: The Ark of Napishtim","PSP","2006","Role-Playing","Konami Digital Entertainment",0.05,64,7.3
"13386","Pro Evolution Soccer 2017","XOne","2016","Sports","Konami Digital Entertainment",0.05,87,6.1
"13387","FIFA Soccer 10","PC","2009","Sports","Electronic Arts",0.05,72,3.8
"13390","Tom Clancy's Rainbow Six: Lockdown","GC","2005","Shooter","Ubisoft",0.05,72,7.8
"13394","The Sims","PC","2000","Simulation","Electronic Arts",0.05,92,7.9
"13397","FIFA Manager 12","PC","2011","Sports","Electronic Arts",0.05,72,3.9
"13399","Gitaroo Man","PS2","2001","Misc","THQ",0.05,82,8.7
"13414","Cabela's Trophy Bucks","X360","2007","Sports","Activision Value",0.05,39,3
"13415","XCOM 2","XOne","2016","Strategy","Take-Two Interactive",0.05,87,8.1
"13416","Yaiba: Ninja Gaiden Z","X360","2014","Action","Tecmo Koei",0.05,50,5.3
"13418","Rock of the Dead","X360","2010","Shooter","Conspiracy Entertainment",0.05,48,4.8
"13425","Code Lyoko","DS","2007","Action","Game Factory",0.05,63,6.8
"13428","Pool Party","Wii","2007","Sports","SouthPeak Games",0.05,32,0.7
"13429","Rapala Fishing Frenzy 2009","X360","2008","Sports","Activision",0.05,41,7.2
"13432","Company of Heroes","PC","2006","Strategy","THQ",0.05,93,8.8
"13434","Wonder World Amusement Park","Wii","2008","Misc","Majesco Entertainment",0.05,37,4.5
"13439","Ride 2","PS4","2016","Racing","Milestone S.r.l",0.05,71,8
"13440","Wing Island","Wii","2006","Simulation","Konami Digital Entertainment",0.05,47,4.9
"13441","Silent Hunter: Wolves of the Pacific","PC","2007","Simulation","Ubisoft",0.05,79,6.9
"13445","Wrath Unleashed","XB","2004","Strategy","LucasArts",0.05,69,7
"13446","March of the Penguins","DS","2006","Adventure","Zoo Digital Publishing",0.05,34,1.7
"13452","Double Dragon Advance","GBA","2003","Action","Atlus",0.05,75,8.4
"13458","The Bible Game","XB","2005","Misc","Crave Entertainment",0.05,60,2.7
"13459","Bubble Bobble Revolution","DS","2005","Puzzle","Atari",0.05,38,6.2
"13462","Yager","XB","2003","Shooter","THQ",0.05,70,9.3
"13466","Root Letter","PSV","2016","Adventure","PQube",0.05,78,7.8
"13467","Futurama","XB","2003","Platform","SCi",0.05,58,6.9
"13468","Supreme Commander","PC","2007","Strategy","THQ",0.05,86,8.3
"13469","Pool Hall Pro","Wii","2009","Sports","Playlogic Game Factory",0.05,62,5.3
"13470","Wolfenstein","PC","2009","Shooter","Activision",0.05,74,7.3
"13474","Microsoft Train Simulator","PC","2001","Simulation","Microsoft Game Studios",0.05,84,8.4
"13479","Resident Evil 6","XOne","2016","Shooter","Capcom",0.05,63,6.3
"13482","Assassin's Creed: Altair's Chronicles","DS","2008","Platform","Ubisoft",0.05,58,6.3
"13485","Bad Boys: Miami Takedown","GC","2004","Shooter","Empire Interactive",0.05,35,2
"13489","Fantastic Four: Rise of the Silver Surfer","Wii","2007","Action","Take-Two Interactive",0.05,39,5.9
"13494","Pony Friends","DS","2007","Simulation","Eidos Interactive",0.04,67,6.6
"13501","Art of Fighting Anthology","PS2","2006","Fighting","Crave Entertainment",0.04,60,7
"13503","Sébastien Loeb Rally Evo","PS4","2016","Racing","Milestone S.r.l",0.04,71,8.1
"13505","Lux-Pain","DS","2008","Adventure","Rising Star Games",0.04,48,6.2
"13514","Guilty Gear XX Accent Core","PS2","2007","Fighting","Unknown",0.04,77,8.3
"13520","Mafia","PC","2002","Action","Take-Two Interactive",0.04,88,9.1
"13521","Disney's Donald Duck: Goin' Quackers","GC","2002","Platform","Ubisoft",0.04,61,3
"13525","Operation Flashpoint: Elite","XB","2005","Shooter","Codemasters",0.04,64,8.3
"13527","Fantastic Four: Rise of the Silver Surfer","DS","2007","Action","Take-Two Interactive",0.04,35,4.8
"13529","Virtua Tennis 3","X360","2007","Sports","Sega",0.04,80,6.8
"13531","Front Mission","DS","2007","Strategy","Square Enix",0.04,72,8.9
"13535","Tropico 3","PC","2009","Strategy","Kalypso Media",0.04,79,8.1
"13536","Boktai 2: Solar Boy Django","GBA","2004","Role-Playing","Konami Digital Entertainment",0.04,78,8.5
"13537","Life is Strange","PC","2016","Adventure","Square Enix",0.04,83,8.6
"13551","Battlezone","PS4","2016","Action","Rebellion Developments",0.04,66,7
"13561","Pro Evolution Soccer 2016","PC","2015","Sports","Konami Digital Entertainment",0.04,76,4.3
"13562","The Dark Spire","DS","2008","Role-Playing","Success",0.04,69,7.7
"13563","Teenage Mutant Ninja Turtles: Mutants in Manhattan","XOne","2016","Action","Activision",0.04,55,6
"13567","Runaway: A Twist of Fate","PC","2009","Adventure","Focus Home Interactive",0.04,79,8.2
"13574","FlatOut 2","XB","2006","Racing","Empire Interactive",0.04,73,7.3
"13576","Rogue Trooper","PS2","2006","Shooter","Eidos Interactive",0.04,71,8.2
"13577","Backyard Baseball '09","Wii","2008","Sports","Atari",0.04,37,7.8
"13580","Tom Clancy's HAWX","PC","2009","Action","Ubisoft",0.04,70,7.3
"13581","Enemy Front","X360","2014","Shooter","Namco Bandai Games",0.04,35,5.8
"13590","Shantae and the Pirate's Curse","3DS","2015","Platform","Rising Star Games",0.04,82,8.5
"13592","Dai Senryaku VII: Modern Military Tactics","XB","2003","Strategy","Kool Kizz",0.04,74,8.8
"13598","Castle of Shikigami III","Wii","2007","Shooter","PQube",0.04,67,7.6
"13599","Nobunaga's Ambition: Sphere of Influence","PS4","2014","Strategy","Tecmo Koei",0.04,80,8.1
"13600","FIFA Street 2","DS","2006","Sports","Electronic Arts",0.04,43,7.5
"13602","City Life: World Edition","PC","2007","Simulation","Monte Christo Multimedia",0.04,75,8.2
"13606","Corpse Party: Book of Shadows","PSP","2011","Adventure","5pb",0.04,67,8.2
"13613","WarTech: Senko no Ronde","X360","2006","Fighting","Ubisoft",0.04,60,6.1
"13621","IL-2 Sturmovik: 1946","PC","2006","Simulation","Ubisoft",0.04,86,8.8
"13625","Red Ninja: End of Honor","PS2","2005","Action","Vivendi Games",0.04,47,5
"13626","Praetorians","PC","2003","Strategy","Eidos Interactive",0.04,78,8.2
"13629","Smash Court Tennis 3","PSP","2007","Sports","Namco Bandai Games",0.04,68,6.3
"13633","LEGO Friends","3DS","2013","Action","Warner Bros. Interactive Entertainment",0.04,43,8.3
"13638","SPRay","Wii","2008","Action","Tecmo Koei",0.04,42,4.5
"13639","Outlaw Tennis","XB","2005","Sports","Global Star",0.04,66,7.7
"13645","Brothers: A Tale of Two Sons","XOne","2015","Adventure","505 Games",0.04,81,8.9
"13648","Attack of the Movies 3D","X360","2010","Shooter","Majesco Entertainment",0.04,38,1.7
"13656","Secret Files: Tunguska","PC","2006","Adventure","DreamCatcher Interactive",0.04,66,7.4
"13659","NASCAR 07","XB","2006","Racing","Electronic Arts",0.04,72,7
"13660","Dance Dance Revolution Disney Mix","PS","2000","Simulation","Konami Digital Entertainment",0.04,74,8.3
"13669","Nitroplus Blasterz: Heroines Infinite Duel","PS4","2015","Fighting","Marvelous Interactive",0.04,70,6.9
"13671","Thrillville: Off the Rails","DS","2007","Strategy","LucasArts",0.04,59,6.2
"13673","Bloody Roar Extreme","XB","2003","Fighting","Hudson Soft",0.04,61,8.6
"13674","Clockwork Empires","PC","N/A","Strategy","Unknown",0.04,58,3.8
"13675","Split/Second","PC","2010","Racing","Disney Interactive Studios",0.04,79,8.2
"13677","Resident Evil 6","PC","2012","Shooter","Capcom",0.04,69,5.9
"13679","Dead Head Fred","PSP","2007","Action","D3Publisher",0.04,75,7.3
"13691","Ride to Hell","PS3","2013","Racing","Deep Silver",0.04,13,1
"13692","Need for Speed: ProStreet","PC","2007","Racing","Electronic Arts",0.04,70,5.9
"13693","Digimon Rumble Arena 2","GC","2004","Fighting","Atari",0.04,71,8.1
"13696","Gravity Falls: Legend of the Gnome Gemulets","3DS","2015","Action","Ubisoft",0.04,46,5.8
"13697","Rodea the Sky Soldier","3DS","2015","Action","Nippon Ichi Software",0.04,45,5.6
"13705","Hellboy: The Science of Evil","PSP","2008","Action","Konami Digital Entertainment",0.04,42,7.1
"13711","The Sims Deluxe","PC","2002","Simulation","Electronic Arts",0.04,92,8.2
"13716","LEGO Indiana Jones: The Original Adventures","PC","2008","Action","LucasArts",0.04,78,7.7
"13718","The Sims 2: Pets","PC","2006","Simulation","Electronic Arts",0.04,76,7.7
